"StateNumber","State","CountyNumber","County","PrecinctNumber","Precinct"
"VA","Virginia","51087","Henrico County","401","Byrd"
"VA","Virginia","51087","Henrico County","402","Derbyshire"
"VA","Virginia","51087","Henrico County","403","Freeman"
"VA","Virginia","51087","Henrico County","404","Gayton"
"VA","Virginia","51087","Henrico County","405","Godwin"
"VA","Virginia","51087","Henrico County","406","Lakewood"
"VA","Virginia","51087","Henrico County","407","Lauderdale"
"VA","Virginia","51087","Henrico County","408","Maybeury"
"VA","Virginia","51087","Henrico County","409","Mooreland"
"VA","Virginia","51087","Henrico County","410","Pemberton"
"VA","Virginia","51087","Henrico County","411","Pinchbeck"
"VA","Virginia","51087","Henrico County","412","Ridgefield"
"VA","Virginia","51087","Henrico County","413","Rollingwood"
"VA","Virginia","51087","Henrico County","414","Spottswood"
"VA","Virginia","51087","Henrico County","415","Tuckahoe"
"VA","Virginia","51087","Henrico County","416","West End"
"VA","Virginia","51087","Henrico County","417","Wellborne"
"VA","Virginia","51087","Henrico County","418",""
"VA","Virginia","51087","Henrico County","419",""
"VA","Virginia","51087","Henrico County","501","Antioch"
"VA","Virginia","51087","Henrico County","502","Cedar Fork"
"VA","Virginia","51087","Henrico County","503","Chickahominy"
"VA","Virginia","51087","Henrico County","504","Donahoe"
"VA","Virginia","51087","Henrico County","505","Dorey"
"VA","Virginia","51087","Henrico County","506","Eanes"
"VA","Virginia","51087","Henrico County","507","Elko"
"VA","Virginia","51087","Henrico County","508","Highland Springs"
"VA","Virginia","51087","Henrico County","509","Laburnum"
"VA","Virginia","51087","Henrico County","510","Masonic"
"VA","Virginia","51087","Henrico County","511","Mehfoud"
"VA","Virginia","51087","Henrico County","512","Montrose"
"VA","Virginia","51087","Henrico County","513","Nine Mile"
"VA","Virginia","51087","Henrico County","514","Pleasants"
"VA","Virginia","51087","Henrico County","515","Sandston"
"VA","Virginia","51087","Henrico County","516","Sullivans"
"VA","Virginia","51087","Henrico County","517","Town Hall"
"VA","Virginia","51087","Henrico County","518","Whitlocks"
"VA","Virginia","51089","Henry County","101","Bassett No. 2"
"VA","Virginia","51089","Henry County","102","Gunville"
"VA","Virginia","51089","Henry County","103","Scott's Tanyard"
"VA","Virginia","51089","Henry County","201","Fieldale"
"VA","Virginia","51089","Henry County","202","Horsepasture #1"
"VA","Virginia","51089","Henry County","203","Horsepasture #2"
"VA","Virginia","51089","Henry County","204","Spencer"
"VA","Virginia","51089","Henry County","302","Axton"
"VA","Virginia","51089","Henry County","303","Irisburg"
"VA","Virginia","51089","Henry County","304","Mount Olivet"
"VA","Virginia","51089","Henry County","305","Mountain Valley"
"VA","Virginia","51089","Henry County","401","Collinsville Number 1"
"VA","Virginia","51089","Henry County","402","Daniel's Creek"
"VA","Virginia","51089","Henry County","404","Collinsville Number 2"
"VA","Virginia","51089","Henry County","405","Mountain View"
"VA","Virginia","51089","Henry County","501","Bassett No. 1"
"VA","Virginia","51089","Henry County","502","Figsboro"
"VA","Virginia","51089","Henry County","503","Stanleytown"
"VA","Virginia","51089","Henry County","504","Oak Level"
"VA","Virginia","51089","Henry County","505","Dyers Store"
"VA","Virginia","51089","Henry County","601","Fontaine"
"VA","Virginia","51089","Henry County","602","Hillcrest"
"VA","Virginia","51089","Henry County","603","Ridgeway #1"
"VA","Virginia","51089","Henry County","604","Ridgeway #2"
"VA","Virginia","51091","Highland County","1",""
"VA","Virginia","51091","Highland County","3",""
"VA","Virginia","51091","Highland County","5",""
"VA","Virginia","51091","Highland County","7",""
"VA","Virginia","51091","Highland County","8",""
"VA","Virginia","51091","Highland County","10",""
"VA","Virginia","51670","Hopewell city","101","Ward 1"
"VA","Virginia","51670","Hopewell city","201","Ward 2"
"VA","Virginia","51670","Hopewell city","301","Ward 3"
"VA","Virginia","51670","Hopewell city","401","Ward 4"
"VA","Virginia","51670","Hopewell city","501","Ward 5"
"VA","Virginia","51670","Hopewell city","601","Ward 6"
"VA","Virginia","51670","Hopewell city","701","Ward 7"
"VA","Virginia","51093","Isle of Wight County","101","Smithfield"
"VA","Virginia","51093","Isle of Wight County","102",""
"VA","Virginia","51093","Isle of Wight County","201","Bartlett"
"VA","Virginia","51093","Isle of Wight County","202","Carrollton"
"VA","Virginia","51093","Isle of Wight County","301","Rushmere"
"VA","Virginia","51093","Isle of Wight County","302","Pons"
"VA","Virginia","51093","Isle of Wight County","401","Courthouse"
"VA","Virginia","51093","Isle of Wight County","402","Windsor"
"VA","Virginia","51093","Isle of Wight County","403","Orbit"
"VA","Virginia","51093","Isle of Wight County","501","Walters"
"VA","Virginia","51093","Isle of Wight County","502","Camps Mill"
"VA","Virginia","51093","Isle of Wight County","503","Carrsville"
"VA","Virginia","51093","Isle of Wight County","504","Zuni"
"VA","Virginia","51093","Isle of Wight County","505","Raynor"
"VA","Virginia","51095","James City County","101",""
"VA","Virginia","51095","James City County","102",""
"VA","Virginia","51095","James City County","103","Berkeley C"
"VA","Virginia","51095","James City County","201","Jamestown A"
"VA","Virginia","51095","James City County","202","Jamestown B"
"VA","Virginia","51095","James City County","203",""
"VA","Virginia","51095","James City County","204",""
"VA","Virginia","51095","James City County","301","Powhatan A"
"VA","Virginia","51095","James City County","302","Powhatan B"
"VA","Virginia","51095","James City County","303","Powhatan C"
"VA","Virginia","51095","James City County","304","Powhatan D"
"VA","Virginia","51095","James City County","401","Stonehouse A"
"VA","Virginia","51095","James City County","402","Stonehouse B"
"VA","Virginia","51095","James City County","403","Stonehouse C"
"VA","Virginia","51095","James City County","501",""
"VA","Virginia","51095","James City County","502","Roberts B"
"VA","Virginia","51095","James City County","503",""
"VA","Virginia","51095","James City County","504",""
"VA","Virginia","51097","King and Queen County","101","Owenton"
"VA","Virginia","51097","King and Queen County","201","Clark's"
"VA","Virginia","51097","King and Queen County","301","Shackleford's"
"VA","Virginia","51097","King and Queen County","401","Courthouse"
"VA","Virginia","51097","King and Queen County","501","Old Mill"
"VA","Virginia","51099","King George County","101","Courthouse"
"VA","Virginia","51099","King George County","102","Passapatanzy"
"VA","Virginia","51099","King George County","201","James Monroe"
"VA","Virginia","51099","King George County","301","Dahlgren"
"VA","Virginia","51099","King George County","401","Shiloh"
"VA","Virginia","51101","King William County","101","West Point"
"VA","Virginia","51101","King William County","201","Sweet Hall"
"VA","Virginia","51101","King William County","202","Courthouse"
"VA","Virginia","51101","King William County","301","Aylett"
"VA","Virginia","51101","King William County","401","Manquin"
"VA","Virginia","51101","King William County","501","Mangohick"
"VA","Virginia","51103","Lancaster County","101","Precinct 1-1"
"VA","Virginia","51103","Lancaster County","201","Precinct 2-1"
"VA","Virginia","51103","Lancaster County","301","Precinct 3-1"
"VA","Virginia","51103","Lancaster County","302","Precinct 3-2"
"VA","Virginia","51103","Lancaster County","401","Precinct 4-1"
"VA","Virginia","51103","Lancaster County","501","Precinct 5-1"
"VA","Virginia","51105","Lee County","101","Elydale"
"VA","Virginia","51105","Lee County","102","Ewing"
"VA","Virginia","51105","Lee County","103","Rose Hill"
"VA","Virginia","51105","Lee County","201","Blackwater"
"VA","Virginia","51105","Lee County","202","Flatwoods"
"VA","Virginia","51105","Lee County","203","North Jonesville"
"VA","Virginia","51105","Lee County","301","Ben Hur"
"VA","Virginia","51105","Lee County","302","West Pennington Gap"
"VA","Virginia","51105","Lee County","401","Stickleyville"
"VA","Virginia","51105","Lee County","402","Jasper"
"VA","Virginia","51105","Lee County","403","Seminary"
"VA","Virginia","51105","Lee County","404","Dryden"
"VA","Virginia","51105","Lee County","501","Saint Charles"
"VA","Virginia","51105","Lee County","502","Stone Creek"
"VA","Virginia","51105","Lee County","503","East Pennington Gap"
"VA","Virginia","51105","Lee County","504","Robbins Chapel"
"VA","Virginia","51678","Lexington city","1","Lexington"
"VA","Virginia","51107","Loudoun County","107","Little River"
"VA","Virginia","51107","Loudoun County","108","Mercer"
"VA","Virginia","51107","Loudoun County","112","Freedom"
"VA","Virginia","51107","Loudoun County","114","Dulles South"
"VA","Virginia","51107","Loudoun County","117","Carter"
"VA","Virginia","51107","Loudoun County","118",""
"VA","Virginia","51107","Loudoun County","119",""
"VA","Virginia","51107","Loudoun County","120",""
"VA","Virginia","51107","Loudoun County","121",""
"VA","Virginia","51107","Loudoun County","122",""
"VA","Virginia","51107","Loudoun County","123",""
"VA","Virginia","51107","Loudoun County","124",""
"VA","Virginia","51107","Loudoun County","125",""
"VA","Virginia","51107","Loudoun County","207","River Bend"
"VA","Virginia","51107","Loudoun County","208","Algonkian"
"VA","Virginia","51107","Loudoun County","209","Potomac Falls"
"VA","Virginia","51107","Loudoun County","210","Cascades"
"VA","Virginia","51107","Loudoun County","213","Countryside"
"VA","Virginia","51107","Loudoun County","214",""
"VA","Virginia","51107","Loudoun County","215",""
"VA","Virginia","51107","Loudoun County","216",""
"VA","Virginia","51107","Loudoun County","217",""
"VA","Virginia","51107","Loudoun County","218",""
"VA","Virginia","51107","Loudoun County","219",""
"VA","Virginia","51107","Loudoun County","301","Purcellville One"
"VA","Virginia","51107","Loudoun County","302","Round Hill"
"VA","Virginia","51107","Loudoun County","303","Hillsboro"
"VA","Virginia","51107","Loudoun County","305","Philomont"
"VA","Virginia","51107","Loudoun County","307","Middleburg"
"VA","Virginia","51107","Loudoun County","308","St. Louis"
"VA","Virginia","51107","Loudoun County","309","Aldie"
"VA","Virginia","51107","Loudoun County","310","Purcellville Two"
"VA","Virginia","51107","Loudoun County","311","Woodgrove"
"VA","Virginia","51107","Loudoun County","312",""
"VA","Virginia","51107","Loudoun County","313",""
"VA","Virginia","51107","Loudoun County","314",""
"VA","Virginia","51107","Loudoun County","315",""
"VA","Virginia","51107","Loudoun County","316",""
"VA","Virginia","51107","Loudoun County","317",""
"VA","Virginia","51107","Loudoun County","401","West Lovettsville"
"VA","Virginia","51107","Loudoun County","402","Waterford"
"VA","Virginia","51107","Loudoun County","403","Lucketts"
"VA","Virginia","51107","Loudoun County","407","Harper Park"
"VA","Virginia","51107","Loudoun County","408","Evergreen"
"VA","Virginia","51107","Loudoun County","409","Clarkes Gap"
"VA","Virginia","51107","Loudoun County","411","East Lovettsville"
"VA","Virginia","51107","Loudoun County","413",""
"VA","Virginia","51107","Loudoun County","414",""
"VA","Virginia","51107","Loudoun County","416",""
"VA","Virginia","51107","Loudoun County","419",""
"VA","Virginia","51107","Loudoun County","420",""
"VA","Virginia","51107","Loudoun County","421",""
"VA","Virginia","51107","Loudoun County","501","West Leesburg"
"VA","Virginia","51107","Loudoun County","502","East Leesburg"
"VA","Virginia","51107","Loudoun County","503","Dry Mill"
"VA","Virginia","51107","Loudoun County","504","Smart's Mill"
"VA","Virginia","51107","Loudoun County","505","Cool Spring"
"VA","Virginia","51107","Loudoun County","506","Brandon Park"
"VA","Virginia","51107","Loudoun County","507",""
"VA","Virginia","51107","Loudoun County","508",""
"VA","Virginia","51107","Loudoun County","509",""
"VA","Virginia","51107","Loudoun County","510",""
"VA","Virginia","51107","Loudoun County","615",""
"VA","Virginia","51107","Loudoun County","616",""
"VA","Virginia","51107","Loudoun County","617",""
"VA","Virginia","51107","Loudoun County","619",""
"VA","Virginia","51107","Loudoun County","620",""
"VA","Virginia","51107","Loudoun County","621",""
"VA","Virginia","51107","Loudoun County","622",""
"VA","Virginia","51107","Loudoun County","623",""
"VA","Virginia","51107","Loudoun County","625",""
"VA","Virginia","51107","Loudoun County","626",""
"VA","Virginia","51107","Loudoun County","627",""
"VA","Virginia","51107","Loudoun County","628",""
"VA","Virginia","51107","Loudoun County","629",""
"VA","Virginia","51107","Loudoun County","701","Sully"
"VA","Virginia","51107","Loudoun County","702","Park View"
"VA","Virginia","51107","Loudoun County","703","Rolling Ridge"
"VA","Virginia","51107","Loudoun County","705","Forest Grove"
"VA","Virginia","51107","Loudoun County","707",""
"VA","Virginia","51107","Loudoun County","708",""
"VA","Virginia","51107","Loudoun County","709",""
"VA","Virginia","51107","Loudoun County","710",""
"VA","Virginia","51107","Loudoun County","808","Stone Bridge"
"VA","Virginia","51107","Loudoun County","810","Cedar Lane"
"VA","Virginia","51107","Loudoun County","813","Selden's Landing"
"VA","Virginia","51107","Loudoun County","814","Newton-Lee"
"VA","Virginia","51107","Loudoun County","815","Belmont Ridge"
"VA","Virginia","51107","Loudoun County","817",""
"VA","Virginia","51107","Loudoun County","818",""
"VA","Virginia","51107","Loudoun County","819",""
"VA","Virginia","51107","Loudoun County","820",""
"VA","Virginia","51107","Loudoun County","822",""
"VA","Virginia","51109","Louisa County","101","Zion"
"VA","Virginia","51109","Louisa County","102","Mechanicsville"
"VA","Virginia","51109","Louisa County","201","Louisa #1"
"VA","Virginia","51109","Louisa County","202","Louisa #2"
"VA","Virginia","51109","Louisa County","301","Patrick Henry #1"
"VA","Virginia","51109","Louisa County","302",""
"VA","Virginia","51109","Louisa County","401","Mineral"
"VA","Virginia","51109","Louisa County","402","Yanceyville"
"VA","Virginia","51109","Louisa County","501","Fredericks Hall"
"VA","Virginia","51109","Louisa County","502","Cuckoo"
"VA","Virginia","51109","Louisa County","503",""
"VA","Virginia","51109","Louisa County","601","Bumpass"
"VA","Virginia","51109","Louisa County","602","Locust Creek"
"VA","Virginia","51109","Louisa County","701","Sheltons Mill"
"VA","Virginia","51109","Louisa County","702","South Anna"
"VA","Virginia","51111","Lunenburg County","101","Plymouth"
"VA","Virginia","51111","Lunenburg County","201","Brown's Store"
"VA","Virginia","51111","Lunenburg County","301","Rosebud"
"VA","Virginia","51111","Lunenburg County","302","Flat Rock"
"VA","Virginia","51111","Lunenburg County","401","Arrowhead Gun Club"
"VA","Virginia","51111","Lunenburg County","402","Pleasant Grove"
"VA","Virginia","51111","Lunenburg County","501","Reedy Creek"
"VA","Virginia","51111","Lunenburg County","502","Peoples Community Center"
"VA","Virginia","51111","Lunenburg County","601","Hounds Creek"
"VA","Virginia","51111","Lunenburg County","701","Meherrin Fire Dept"
"VA","Virginia","51111","Lunenburg County","702","Victoria Public Library"
"VA","Virginia","51680","Lynchburg city","101","First Ward First Precinct"
"VA","Virginia","51680","Lynchburg city","102","First Ward Second Precinct"
"VA","Virginia","51680","Lynchburg city","103","First Ward Third Precinct"
"VA","Virginia","51680","Lynchburg city","104","First Ward Fourth Precinct"
"VA","Virginia","51680","Lynchburg city","105","First Ward Fifth Precinct"
"VA","Virginia","51680","Lynchburg city","201","Second Ward First Precinct"
"VA","Virginia","51680","Lynchburg city","202","Second Ward Second Precinct"
"VA","Virginia","51680","Lynchburg city","203","Second Ward Third Precinct"
"VA","Virginia","51680","Lynchburg city","204",""
"VA","Virginia","51680","Lynchburg city","301","Third Ward First Precinct"
"VA","Virginia","51680","Lynchburg city","302","Third Ward Second Precinct"
"VA","Virginia","51680","Lynchburg city","303","Third Ward Third Precinct"
"VA","Virginia","51680","Lynchburg city","304","Third Ward Fourth Precinct"
"VA","Virginia","51680","Lynchburg city","305","Third Ward Fifth Precinct"
"VA","Virginia","51680","Lynchburg city","401","Fourth Ward First Precinct"
"VA","Virginia","51680","Lynchburg city","402","Fourth Ward Second Precinct"
"VA","Virginia","51680","Lynchburg city","403","Fourth Ward Third Precinct"
"VA","Virginia","51680","Lynchburg city","404","Fourth Ward Fourth Precinct"
"VA","Virginia","51113","Madison County","1","Oak Park"
"VA","Virginia","51113","Madison County","2","Radiant"
"VA","Virginia","51113","Madison County","3","Rochelle"
"VA","Virginia","51113","Madison County","4","Graves Mill"
"VA","Virginia","51113","Madison County","5","Madison"
"VA","Virginia","51113","Madison County","6","Wolftown"
"VA","Virginia","51113","Madison County","7","Brightwood"
"VA","Virginia","51113","Madison County","8","Criglersville"
"VA","Virginia","51113","Madison County","9","Etlan"
"VA","Virginia","51683","Manassas city","1",""
"VA","Virginia","51683","Manassas city","2",""
"VA","Virginia","51683","Manassas city","3",""
"VA","Virginia","51683","Manassas city","4",""
"VA","Virginia","51683","Manassas city","5",""
"VA","Virginia","51685","Manassas Park city","1","Precinct One"
"VA","Virginia","51685","Manassas Park city","2","Precinct Two"
"VA","Virginia","51685","Manassas Park city","3",""
"VA","Virginia","51690","Martinsville city","1","Precinct 1"
"VA","Virginia","51690","Martinsville city","2","Precinct 2"
"VA","Virginia","51690","Martinsville city","3","Precinct 3"
"VA","Virginia","51690","Martinsville city","4","Precinct 4"
"VA","Virginia","51690","Martinsville city","5","Precinct 5"
"VA","Virginia","51690","Martinsville city","6","Precinct 6"
"VA","Virginia","51115","Mathews County","1",""
"VA","Virginia","51115","Mathews County","2",""
"VA","Virginia","51115","Mathews County","3",""
"VA","Virginia","51117","Mecklenburg County","101","Wright's Store"
"VA","Virginia","51117","Mecklenburg County","102","Pearson's Store"
"VA","Virginia","51117","Mecklenburg County","103","South Clarksville"
"VA","Virginia","51117","Mecklenburg County","201","Boydton"
"VA","Virginia","51117","Mecklenburg County","202","Bluestone Senior High School"
"VA","Virginia","51117","Mecklenburg County","203","Chase City VFW Post"
"VA","Virginia","51117","Mecklenburg County","301","Bracey"
"VA","Virginia","51117","Mecklenburg County","302","Lacrosse"
"VA","Virginia","51117","Mecklenburg County","401","American Legion Hall"
"VA","Virginia","51117","Mecklenburg County","402","Park View Middle School"
"VA","Virginia","51117","Mecklenburg County","501","South Hill"
"VA","Virginia","51117","Mecklenburg County","601","Baskerville"
"VA","Virginia","51117","Mecklenburg County","602","Union Level"
"VA","Virginia","51117","Mecklenburg County","603","Smith Crossroads"
"VA","Virginia","51117","Mecklenburg County","604","Lake Gaston"
"VA","Virginia","51117","Mecklenburg County","701","Chase City"
"VA","Virginia","51117","Mecklenburg County","702","Sunshine"
"VA","Virginia","51117","Mecklenburg County","801","Finchley"
"VA","Virginia","51117","Mecklenburg County","802","Bluestone"
"VA","Virginia","51117","Mecklenburg County","803","Chase City Elementary School"
"VA","Virginia","51117","Mecklenburg County","901","Averett"
"VA","Virginia","51117","Mecklenburg County","902","Buffalo Springs"
"VA","Virginia","51117","Mecklenburg County","903","Clarksville"
"VA","Virginia","51119","Middlesex County","101","Saluda"
"VA","Virginia","51119","Middlesex County","102","Urbanna"
"VA","Virginia","51119","Middlesex County","201","Wilton"
"VA","Virginia","51119","Middlesex County","302","Church View"
"VA","Virginia","51119","Middlesex County","401",""
"VA","Virginia","51119","Middlesex County","501",""
"VA","Virginia","51121","Montgomery County","101","A-1"
"VA","Virginia","51121","Montgomery County","102","A-2"
"VA","Virginia","51121","Montgomery County","103","A-3"
"VA","Virginia","51121","Montgomery County","201","B-1"
"VA","Virginia","51121","Montgomery County","202","B-2"
"VA","Virginia","51121","Montgomery County","203","B-3"
"VA","Virginia","51121","Montgomery County","204","B-4"
"VA","Virginia","51121","Montgomery County","301","C-1"
"VA","Virginia","51121","Montgomery County","302","C-2"
"VA","Virginia","51121","Montgomery County","303","C-3"
"VA","Virginia","51121","Montgomery County","304","C-4"
"VA","Virginia","51121","Montgomery County","401","D-1"
"VA","Virginia","51121","Montgomery County","402","D-2"
"VA","Virginia","51121","Montgomery County","403",""
"VA","Virginia","51121","Montgomery County","404","D-4"
"VA","Virginia","51121","Montgomery County","405","D-5"
"VA","Virginia","51121","Montgomery County","501","E-1"
"VA","Virginia","51121","Montgomery County","502","E-2"
"VA","Virginia","51121","Montgomery County","503",""
"VA","Virginia","51121","Montgomery County","601","F-1"
"VA","Virginia","51121","Montgomery County","602","F-2"
"VA","Virginia","51121","Montgomery County","603",""
"VA","Virginia","51121","Montgomery County","701","G-1"
"VA","Virginia","51121","Montgomery County","702","G-2"
"VA","Virginia","51125","Nelson County","101","Rockfish"
"VA","Virginia","51125","Nelson County","201","Lovingston"
"VA","Virginia","51125","Nelson County","202","Schuyler"
"VA","Virginia","51125","Nelson County","301","Shipman"
"VA","Virginia","51125","Nelson County","302","Gladstone"
"VA","Virginia","51125","Nelson County","401","Roseland"
"VA","Virginia","51125","Nelson County","402","Montebello"
"VA","Virginia","51125","Nelson County","501","Faber"
"VA","Virginia","51125","Nelson County","502","Nellysford"
"VA","Virginia","51127","New Kent County","102","Tunstall"
"VA","Virginia","51127","New Kent County","103","Southern Branch"
"VA","Virginia","51127","New Kent County","201","Quinton"
"VA","Virginia","51127","New Kent County","202","Kentwood"
"VA","Virginia","51127","New Kent County","301","Watkins"
"VA","Virginia","51127","New Kent County","302","Cumberland"
"VA","Virginia","51127","New Kent County","401",""
"VA","Virginia","51127","New Kent County","403","Airport"
"VA","Virginia","51127","New Kent County","501","Eltham"
"VA","Virginia","51127","New Kent County","502",""
"VA","Virginia","51700","Newport News city","101","Denbigh"
"VA","Virginia","51700","Newport News city","102","Epes"
"VA","Virginia","51700","Newport News city","103","Jenkins"
"VA","Virginia","51700","Newport News city","104","McIntosh"
"VA","Virginia","51700","Newport News city","105","Oyster Point"
"VA","Virginia","51700","Newport News city","106","Reservoir"
"VA","Virginia","51700","Newport News city","107","Richneck"
"VA","Virginia","51700","Newport News city","108","Lee Hall"
"VA","Virginia","51700","Newport News city","109","Windsor"
"VA","Virginia","51700","Newport News city","110","Greenwood"
"VA","Virginia","51700","Newport News city","201","Bland"
"VA","Virginia","51700","Newport News city","202","Boulevard"
"VA","Virginia","51700","Newport News city","203","Charles"
"VA","Virginia","51700","Newport News city","204","Wellesley"
"VA","Virginia","51700","Newport News city","205","Deep Creek"
"VA","Virginia","51700","Newport News city","208","Hidenwood"
"VA","Virginia","51700","Newport News city","209","Hilton"
"VA","Virginia","51700","Newport News city","210","Nelson"
"VA","Virginia","51700","Newport News city","211","Palmer"
"VA","Virginia","51700","Newport News city","212","Riverside"
"VA","Virginia","51700","Newport News city","213","Sanford"
"VA","Virginia","51700","Newport News city","215","Warwick"
"VA","Virginia","51700","Newport News city","216","Yates"
"VA","Virginia","51700","Newport News city","217","Riverview"
"VA","Virginia","51700","Newport News city","218","Kiln Creek"
"VA","Virginia","51700","Newport News city","219","Deer Park"
"VA","Virginia","51700","Newport News city","302","Briarfield"
"VA","Virginia","51700","Newport News city","303","Carver"
"VA","Virginia","51700","Newport News city","304","Chestnut"
"VA","Virginia","51700","Newport News city","305","Downtown"
"VA","Virginia","51700","Newport News city","306","Dunbar"
"VA","Virginia","51700","Newport News city","307","Huntington"
"VA","Virginia","51700","Newport News city","308","Jefferson"
"VA","Virginia","51700","Newport News city","309","Magruder"
"VA","Virginia","51700","Newport News city","310","Marshall"
"VA","Virginia","51700","Newport News city","311","Newmarket"
"VA","Virginia","51700","Newport News city","312","Newsome Park"
"VA","Virginia","51700","Newport News city","313","Reed"
"VA","Virginia","51700","Newport News city","314","River"
"VA","Virginia","51700","Newport News city","315","Sedgefield"
"VA","Virginia","51700","Newport News city","316","South Morrison"
"VA","Virginia","51700","Newport News city","317","Washington"
"VA","Virginia","51700","Newport News city","318","Wilson"
"VA","Virginia","51700","Newport News city","319","Saunders"
"VA","Virginia","51700","Newport News city","320","Watkins"
"VA","Virginia","51710","Norfolk city","101","Granby"
"VA","Virginia","51710","Norfolk city","102","Ocean View School"
"VA","Virginia","51710","Norfolk city","103","Northside"
"VA","Virginia","51710","Norfolk city","104","Titustown Center"
"VA","Virginia","51710","Norfolk city","106","Zion Grace"
"VA","Virginia","51710","Norfolk city","201","Old Dominion"
"VA","Virginia","51710","Norfolk city","203","Ghent Square"
"VA","Virginia","51710","Norfolk city","207","Lambert's Point"
"VA","Virginia","51710","Norfolk city","208","Larchmont Library"
"VA","Virginia","51710","Norfolk city","210","Maury"
"VA","Virginia","51710","Norfolk city","211","Chrysler Museum"
"VA","Virginia","51710","Norfolk city","212","Park Place"
"VA","Virginia","51710","Norfolk city","213","Taylor Elementary School"
"VA","Virginia","51710","Norfolk city","214","Stuart"
"VA","Virginia","51710","Norfolk city","215","Suburban Park"
"VA","Virginia","51710","Norfolk city","217","Wesley"
"VA","Virginia","51710","Norfolk city","218","Willard"
"VA","Virginia","51710","Norfolk city","301","Ballentine"
"VA","Virginia","51710","Norfolk city","302","Tanner's Creek"
"VA","Virginia","51710","Norfolk city","303","Bowling Park"
"VA","Virginia","51710","Norfolk city","304","Coleman Place School"
"VA","Virginia","51710","Norfolk city","305","Lafayette-Winona"
"VA","Virginia","51710","Norfolk city","306","Lindenwood"
"VA","Virginia","51710","Norfolk city","309","Norview Middle School"
"VA","Virginia","51710","Norfolk city","310","Rosemont"
"VA","Virginia","51710","Norfolk city","311","Sherwood Rec Center"
"VA","Virginia","51710","Norfolk city","313","Union Chapel"
"VA","Virginia","51710","Norfolk city","402","Berkley"
"VA","Virginia","51710","Norfolk city","403","Brambleton"
"VA","Virginia","51710","Norfolk city","404","Campostella"
"VA","Virginia","51710","Norfolk city","405","Chesterfield"
"VA","Virginia","51710","Norfolk city","406","Barron Black"
"VA","Virginia","51710","Norfolk city","408","Easton"
"VA","Virginia","51710","Norfolk city","409","Fairlawn"
"VA","Virginia","51710","Norfolk city","411","Hunton Y"
"VA","Virginia","51710","Norfolk city","412","Ingleside"
"VA","Virginia","51710","Norfolk city","413","Poplar Halls"
"VA","Virginia","51710","Norfolk city","414","Young Park"
"VA","Virginia","51710","Norfolk city","415","United Way"
"VA","Virginia","51710","Norfolk city","501","Bayview School"
"VA","Virginia","51710","Norfolk city","503","East Ocean View"
"VA","Virginia","51710","Norfolk city","504","Larrymore"
"VA","Virginia","51710","Norfolk city","505","Little Creek"
"VA","Virginia","51710","Norfolk city","506","Ocean View Center"
"VA","Virginia","51710","Norfolk city","507",""
"VA","Virginia","51710","Norfolk city","509","Tarrallton"
"VA","Virginia","51710","Norfolk city","510","Third Presbyterian"
"VA","Virginia","51710","Norfolk city","511","Crossroads"
"VA","Virginia","51710","Norfolk city","512","Azalea Gardens"
"VA","Virginia","51131","Northampton County","101","Precinct 1-1"
"VA","Virginia","51131","Northampton County","201","Precinct 2-1"
"VA","Virginia","51131","Northampton County","301","Precinct 3-1"
"VA","Virginia","51131","Northampton County","401","Precinct 4-1"
"VA","Virginia","51131","Northampton County","501","Precinct 5-1"
"VA","Virginia","51133","Northumberland County","101","1a"
"VA","Virginia","51133","Northumberland County","201","2a"
"VA","Virginia","51133","Northumberland County","301","3a"
"VA","Virginia","51133","Northumberland County","302","3b"
"VA","Virginia","51133","Northumberland County","401","4a"
"VA","Virginia","51133","Northumberland County","501","5a"
"VA","Virginia","51720","Norton city","1",""
"VA","Virginia","51135","Nottoway County","101","Precinct 1-1"
"VA","Virginia","51135","Nottoway County","102","Precinct 1-2"
"VA","Virginia","51135","Nottoway County","201","Precinct 2-1"
"VA","Virginia","51135","Nottoway County","202","Precinct 2-2"
"VA","Virginia","51135","Nottoway County","301","Precinct 3-1"
"VA","Virginia","51135","Nottoway County","302","Precinct 3-2"
"VA","Virginia","51135","Nottoway County","401","Precinct 4-1"
"VA","Virginia","51135","Nottoway County","402","Precinct 4-2"
"VA","Virginia","51135","Nottoway County","501","Precinct 5-1"
"VA","Virginia","51137","Orange County","101","One West"
"VA","Virginia","51137","Orange County","102","One East"
"VA","Virginia","51137","Orange County","201","Two West"
"VA","Virginia","51137","Orange County","202","Two East"
"VA","Virginia","51137","Orange County","301","Three"
"VA","Virginia","51137","Orange County","302",""
"VA","Virginia","51137","Orange County","401","Four West"
"VA","Virginia","51137","Orange County","402","Four East"
"VA","Virginia","51137","Orange County","501","Five North"
"VA","Virginia","51137","Orange County","502","Five South"
"VA","Virginia","51139","Page County","101","West Luray"
"VA","Virginia","51139","Page County","201","East Luray"
"VA","Virginia","51139","Page County","301","Marksville"
"VA","Virginia","51139","Page County","401","Newport"
"VA","Virginia","51139","Page County","501","Shenandoah"
"VA","Virginia","51141","Patrick County","101","Ararat"
"VA","Virginia","51141","Patrick County","102","Claudville"
"VA","Virginia","51141","Patrick County","103","Willis Gap"
"VA","Virginia","51141","Patrick County","201","Dry Pond"
"VA","Virginia","51141","Patrick County","202","Patrick Springs"
"VA","Virginia","51141","Patrick County","203","Russell Creek"
